ds,VAE_MinesystemBasic_z_yhat,VAE_ModeMass_z_yhat,VAE_SportKorea_z_yhat,VEA_StreetNatural_z_yhat,VAE_OutdoorNormcore_z_yhat,VAE_EleganceTrad_z_yhat,VAE_GirlyDesigner_z_yhat,VAE_OfficeManush_z_yhat
2024-03-29,0.5943881632723153,0.9349467120408803,0.36764737868800124,0.13706644500821386,1.1880491339800476,0.19164092826956397,0.791736011773848,2.1274706973931354
2024-03-31,0.7081726245461193,0.9843729705274702,0.06582726603157119,0.01605839241984175,1.3037875416897453,0.1862213671246727,0.7857880651029309,2.348836399499911
2024-04-02,0.746842656273159,0.8223121192397262,0.6651001340401603,0.556062681104051,1.2236555279476067,0.061079118858553993,0.7443654588711068,2.0405414824640125
2024-04-05,0.6200102450387616,0.9218110588244672,0.42816027539421037,0.20470266510248122,1.1325640471496032,0.2361752214572802,0.7764824340877319,1.9865209812230389
2024-04-08,0.5631793776523676,0.8854319897062254,0.41689783471921704,0.26504867347040895,1.1280309786975158,0.40794648585389903,0.8089214261110756,2.04600664748612
2024-04-15,0.5888014593748876,0.8722963364371197,0.47741073186554345,0.3326848937247701,1.0725344834374997,0.45248077936800724,0.7936678481081543,1.9050569314645895
2024-04-16,0.7980868197175601,0.7960408127024012,0.7861259283320552,0.6913351216109891,1.112662537427218,0.1501477058871007,0.7138583028653132,1.7586420504213982
2024-04-18,0.8188056800063334,0.9111713477786362,0.4312651292731159,0.33776929799530575,1.307181161259212,0.2852846845135574,0.7010477938083823,1.9056138833371894
2024-04-19,0.6712544084827492,0.8955397522875659,0.5491860696860966,0.3399751056091098,1.0215710566291047,0.32524380848577006,0.7459752780818419,1.704621549179803
2024-04-22,0.6144235411386891,0.859160682987526,0.5379236290230762,0.40032111406888626,1.0170379887791092,0.49701507356435465,0.778414270219924,1.7641072157216902
2024-04-24,0.6935627389307483,1.0115796707074596,0.5889125600528052,0.23506373423620736,1.085750354063053,0.362531027138261,0.7073098689514702,1.8432784111709553
2024-04-26,0.6968764903007625,0.8824040985978261,0.6096989668581293,0.407611326071569,0.9660745627722729,0.36977810359247637,0.7307217003467363,1.5636718338087048
2024-05-06,0.665667704775127,0.8328893756085844,0.6589494233661344,0.5355935549931969,0.9060450010659722,0.5860836637770943,0.7479071147494624,1.4822077849794986
2024-05-08,0.7448069025673367,0.9853083633283543,0.7099383543966155,0.3703361751612569,0.974757366349934,0.4515996173506145,0.676802713480885,1.5613789804282245
2024-05-09,0.895671907240554,0.87176438672854,0.6128038208721023,0.5406779642635546,1.140691679470413,0.4188875720703838,0.655287060501278,1.4827647370372652
2024-05-11,0.968678509975068,0.70825358731687,0.5776195124568422,0.6632279182397781,1.011541519600823,0.4696732682883834,0.7184312852176015,1.543439811694293
2024-05-12,0.8619050423882532,0.9055590493929363,0.4289046491193431,0.42187573418861873,0.9708142788804318,0.4534271431413077,0.6942665978714024,1.5031381050599415
2024-05-13,0.6912896955852389,0.8197537202985865,0.7194623209289682,0.6032298002608516,0.8505485072407531,0.630617971532915,0.7326535366505209,1.341258069188808
2024-05-14,0.9005750377635152,0.7434981950473837,1.0281775174443015,0.9618800333443347,0.8906765615380781,0.32828490106514346,0.6528439913340998,1.1948431881920907
2024-05-16,0.921293861722881,0.8586287270924597,0.6733167184813893,0.6083142201196059,1.085195185985521,0.46342188571840603,0.6400334821299685,1.3418150212030426
2024-05-18,0.9943004292716358,0.6951159903775298,0.6381324100286876,0.7308641749019409,0.9560450263437269,0.5142075833144026,0.7031777068028835,1.4024900958617428
2024-05-22,0.7960507058585167,0.9590312378041318,0.8309641496713648,0.5056086882656661,0.8637643795605144,0.5406682475026459,0.6462955568038116,1.2794795485772685
2024-05-23,0.9469156929384226,0.8454862925536869,0.7338296161270053,0.6759504777688942,1.029698692795335,0.507956202912064,0.6247799038024975,1.2008653051884859
2024-05-24,0.7993643856269612,0.8298537282177203,0.8517497953042967,0.6781562904236272,0.7440885884671496,0.5479153312311439,0.6697073880185596,0.9998729705935976
2024-05-25,1.0199222604831886,0.6819735556572222,0.6986437850586565,0.7985004319441884,0.9005485331667887,0.5587419024377898,0.6879241284532439,1.2615403789726272
2024-05-28,0.9518187354300136,0.7172152599897309,1.1491995061512714,1.0971525468351389,0.7796835752146455,0.4173535395351387,0.6223368345686642,0.9129437540665514
2024-05-31,0.8249862168315802,0.8167112930418456,0.9122573637967861,0.7457925459532122,0.6885920953246095,0.5924496551753786,0.654453809612704,0.8589232515158614
2024-06-01,1.0455440917862933,0.6688311206156394,0.7591513537149628,0.8661366875579357,0.8450520400802043,0.6032762264877813,0.6726705500475474,1.12059065979959
2024-06-03,0.7681552423742269,0.7803293177951659,0.9009926399037731,0.8061385696895799,0.6840590279472978,0.764220932933293,0.6868928014644758,0.9184089161843729
2024-06-04,0.9774405670259121,0.7040728253512162,1.2097070752992185,1.164788802698904,0.7241870822941895,0.4618878639058293,0.6070832561644026,0.7719940346086962
2024-06-05,0.8472943687154865,0.9327463682200539,0.9519800487141905,0.6408811999684174,0.7527713935990626,0.6297368953950742,0.6157884000771012,0.9975801101320386
2024-06-07,0.850608048532486,0.8035688576778512,0.9727649332372195,0.8134288012090272,0.6330956026023269,0.6369839824941764,0.6392002314360351,0.717973530830964
2024-06-08,1.0711659234157034,0.6556886846841364,0.8196589230902452,0.9337729424242117,0.7895555473477108,0.6478105549022127,0.6574169719481058,0.9796409387701408
2024-06-09,0.9643924382586612,0.8529931775854234,0.6709432985256963,0.692420758165174,0.7488283067921482,0.6315644326123069,0.6332522846469013,0.9393392312591555
2024-06-10,0.7937770738582488,0.7671868807301118,0.9615002091492062,0.8737748237744023,0.6285625351934042,0.8087552635404855,0.6716392235196103,0.7774591944650453
2024-06-11,1.003062398484542,0.69093038793572,1.2702146444545628,1.232425056413603,0.6686905893261801,0.5064221957192128,0.5918296783504529,0.6310443125128423
2024-06-12,0.8729162001913391,0.9196039304490186,1.012487617849512,0.7085174533908788,0.6972749003633238,0.6742712279789661,0.600534822322235,0.8566303879106588
2024-06-13,1.0237811873418083,0.8060589848909026,0.9153523230711361,0.8788592423048579,0.8632092134464536,0.6415591856666198,0.5790191694413144,0.7780161436127986
2024-06-15,1.0967877546260643,0.642546247491802,0.8801664921539237,1.0014091960989115,0.7340590535790655,0.6923448878051076,0.6421633943573788,0.8386912164224055
2024-06-16,0.9900142693149333,0.8398507405728768,0.731450867567133,0.7600570119592466,0.6933318128600691,0.6760987656177009,0.6179987071109357,0.7983895088632463
2024-06-17,0.8193989047577032,0.7540444438990654,1.0220077781679908,0.9414110776840958,0.5730660410957777,0.8532895966501968,0.6563856460388938,0.6365094720212764
2024-06-18,1.0286842291810852,0.6777879510690987,1.3307222134749206,1.3000613104195322,0.6131940952675807,0.5509565288229571,0.5765761008712434,0.4900945900529299
2024-06-19,0.8985380307147041,0.9064614935805537,1.0729951868973973,0.7761537074811271,0.6417784063329809,0.7188055613824964,0.5852812453106642,0.7156806654290319
2024-06-20,1.0494030177402482,0.7929165480401892,0.9758598922228672,0.9464954963973782,0.8077127194769772,0.6860935192523256,0.563765592865189,0.6370664210770062
2024-06-21,0.9018517104601071,0.7772839836420916,1.0937800716231039,0.948701308756333,0.5221026151659386,0.7260526489314374,0.6086930776187522,0.4360740859512247
2024-06-22,1.1224095853866127,0.6294038109791138,0.9406740614094022,1.06904544992273,0.6785625600965457,0.7368792215044705,0.6269098185790349,0.6977414937432147
2024-06-23,1.0156361003297225,0.8267083042209924,0.7919584367370217,0.8276932653608677,0.63783531978089,0.7206330992753731,0.6027451318396596,0.6574397861894264
